response_id,raw_sample_id,base_task_id,question_id,context_id,domain,source_dataset,dataset_role,source_kind,model,mode,question,retrieved_context,answer,document_status,constraint_family,expected_constraints,provided_faithfulness_score,provided_faithfulness_method,natural_noise_type,source_id,source_url,retrieved_source_id,target_source_id,include_llm_judge_pool,recommended_for_ragas,recommended_for_dual_judge,material_or_source_key,task_type,original_constraint_family,pi_sret_constraint_score,pi_sret_violation,pi_sret_violations,lexical_support,embedding_support,nli_support
resp_25b7d036f9c12a32,rag_mpc_0069_incomplete_stability,task_c32745662275416e,q_08181ba69152df44,ctx_e0aababfb4346c2b,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The retrieved context does not provide a direct answer to the thermodynamic stability of C. The information provided is about the band gap, which is negative for all reported cases, but this alone does not determine thermodynamic stability.",outdated_or_incorrect,band_gap,[],0.5,qwen_judge,,,qwen_output,,,True,True,True,mpc_0069,stability,band_gap,1.0,False,,0.22580645161290322,0.17327528751534002,0.22580645161290322
resp_2539e2602367f95c,rag_mpc_0069_incorrect_gap,task_e922defdba98c6aa,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0069,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5625,0.2819358960658655,0.75
resp_90f5682906b70d43,rag_mpc_0069_incorrect_gap,task_e922defdba98c6aa,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -0.07970000000000001 eV band gap for C.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1197903,,,False,False,False,mpc_0069,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.29892957301556017,0.75
resp_8e4edb7808fdaa3b,rag_mpc_0069_incorrect_gap,task_e922defdba98c6aa,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-0.07970000000000001 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0069,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.13684513787599342,0.45
resp_22559805d261d67f,rag_mpc_0070_current_gap,task_5fbe64bc106f6322,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0070,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5625,0.2819358960658655,0.75
resp_b64b89791a27d87b,rag_mpc_0070_current_gap,task_5fbe64bc106f6322,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -0.07970000000000001 eV band gap for C.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1197903,,,False,False,False,mpc_0070,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.29892957301556017,0.75
resp_a85b9479a8272fc1,rag_mpc_0070_current_gap,task_5fbe64bc106f6322,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-0.07970000000000001 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0070,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.13684513787599342,0.45
resp_09190e3b66c1f34f,rag_mpc_0070_incomplete_stability,task_27eeee5e659c8dbe,q_08181ba69152df44,ctx_e0aababfb4346c2b,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0070,stability,band_gap,1.0,False,,1.0,0.8831062012845738,1.0
resp_f30261c0a6b6985a,rag_mpc_0070_incomplete_stability,task_27eeee5e659c8dbe,q_08181ba69152df44,ctx_e0aababfb4346c2b,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context is insufficient to establish thermodynamic stability.,outdated_or_incorrect,band_gap,"['cautious_stability_claim', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1197903,,,False,False,False,mpc_0070,stability,stability,1.0,False,,0.2222222222222222,0.10347562142846313,0.2222222222222222
resp_18bd77b711fbbf17,rag_mpc_0070_incomplete_stability,task_27eeee5e659c8dbe,q_08181ba69152df44,ctx_e0aababfb4346c2b,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The retrieved context does not provide a direct answer to the thermodynamic stability of C. The information provided is about the band gap, which is negative for all reported cases, but this alone does not determine thermodynamic stability.",outdated_or_incorrect,band_gap,[],0.5,qwen_judge,,,qwen_output,,,True,True,True,mpc_0070,stability,band_gap,1.0,False,,0.22580645161290322,0.17327528751534002,0.22580645161290322
resp_5be6ecf9ff4f4246,rag_mpc_0070_incorrect_gap,task_5fbe64bc106f6322,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0070,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5625,0.2819358960658655,0.75
resp_94dece454a90a286,rag_mpc_0070_incorrect_gap,task_5fbe64bc106f6322,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -0.07970000000000001 eV band gap for C.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1197903,,,False,False,False,mpc_0070,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.29892957301556017,0.75
resp_880e680b3fe0c011,rag_mpc_0070_incorrect_gap,task_5fbe64bc106f6322,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-0.07970000000000001 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0070,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.13684513787599342,0.45
resp_0ee91b6b6cb2f64b,rag_mpc_0071_current_gap,task_9dc03b2c7f83a894,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0071,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5625,0.2819358960658655,0.75
resp_ad840864006c1bec,rag_mpc_0071_current_gap,task_9dc03b2c7f83a894,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -0.07970000000000001 eV band gap for C.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1197903,,,False,False,False,mpc_0071,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.29892957301556017,0.75
resp_62660daeeb443299,rag_mpc_0071_current_gap,task_9dc03b2c7f83a894,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-0.07970000000000001 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0071,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.13684513787599342,0.45
resp_b6751e9e8f263993,rag_mpc_0071_incomplete_stability,task_a140acc98e453588,q_08181ba69152df44,ctx_e0aababfb4346c2b,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0071,stability,band_gap,1.0,False,,1.0,0.8831062012845738,1.0
resp_1d8f80e9f0736ecd,rag_mpc_0071_incomplete_stability,task_a140acc98e453588,q_08181ba69152df44,ctx_e0aababfb4346c2b,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context is insufficient to establish thermodynamic stability.,outdated_or_incorrect,band_gap,"['cautious_stability_claim', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1197903,,,False,False,False,mpc_0071,stability,stability,1.0,False,,0.2222222222222222,0.10347562142846313,0.2222222222222222
resp_ea249cf25c3160c7,rag_mpc_0071_incomplete_stability,task_a140acc98e453588,q_08181ba69152df44,ctx_e0aababfb4346c2b,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The retrieved context does not provide a direct answer to the thermodynamic stability of C. The information provided is about the band gap, which is negative for all reported cases, but this alone does not determine thermodynamic stability.",outdated_or_incorrect,band_gap,[],0.5,qwen_judge,,,qwen_output,,,True,True,True,mpc_0071,stability,band_gap,1.0,False,,0.22580645161290322,0.17327528751534002,0.22580645161290322
resp_2adaee4b1563421b,rag_mpc_0071_incorrect_gap,task_9dc03b2c7f83a894,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0071,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5625,0.2819358960658655,0.75
resp_c92dfd676a249822,rag_mpc_0071_incorrect_gap,task_9dc03b2c7f83a894,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -0.07970000000000001 eV band gap for C.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1197903,,,False,False,False,mpc_0071,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.29892957301556017,0.75
resp_0a97b7a94289be72,rag_mpc_0071_incorrect_gap,task_9dc03b2c7f83a894,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-0.07970000000000001 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0071,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.13684513787599342,0.45
resp_606984e349a93b45,rag_mpc_0072_current_gap,task_882a5f830102c2c9,q_f5512b47e12b99c1,ctx_eccd27b0af4a5700,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0072,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5625,0.2819358960658655,0.75
