sample_id,response_id,base_task_id,source_dataset,dataset_role,model,mode,constraint_family,question,answer,retrieved_context,ground_truth,document_status,judge_record_key,auto_constraint_score,auto_constraint_violations,judge_score,judge_violation,judge_backend,judge_rationale,agreement
natural_arxiv_current_0192,resp_346bd7fe356f13a9,task_0f6517850be1d0d4,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Kohn-Luttinger Superconductivity of Weyl Fermi Arcs in PtBi$_2$'?,Recent experimental observations in the noncentrosymmetric Weyl semimetal PtBi$_2$ indicate unconventional superconductivity hosted by topological surface states -- Weyl Fermi arcs -- with a node at the center of each arc.,"arXiv source: 2605.31501v1
Title: Kohn-Luttinger Superconductivity of Weyl Fermi Arcs in PtBi$_2$
Published: 2026-05-29T16:22:47Z
URL: http://arxiv.org/abs/2605.31501v1
Abstract: Recent experimental observations in the noncentrosymmetric Weyl semimetal PtBi$_2$ indicate unconventional superconductivity hosted by topological surface states -- Weyl Fermi arcs -- with a node at the center of each arc. Focusing on these Fermi arcs, we calculate the electronically mediated pairing interaction using a Kohn-Luttinger approach and find that, in a large region of the phase diagram, the leading superconducting instability has an $i$-wave symmetry featuring precisely such an intra-arc node. We study the dependence of the leading superconducting instabilities on electronic interaction parameters and chemical potential and show that the $i$-wave state is robust to changes in the model parameters. Our results provide a possible mechanism for the observation of topological $i$-wave superconductivity on the surface of PtBi$_2$ and may have implications for the broader landscape of superconducting instabilities arising from repulsive interactions on the surfaces of Weyl semimetals.",,current,resp_346bd7fe356f13a9,1.0,,1.0,False,llm,"The answer directly quotes the abstract of the arXiv preprint and accurately reflects its main claim: unconventional superconductivity in PtBi$_2$ associated with Weyl Fermi arcs featuring a node at the center of each arc. No scientific constraint is violated: PtBi$_2$ is a known noncentrosymmetric compound (Pt and Bi are valid chemical symbols), Weyl semimetals are well-established topological phases, Fermi arcs are expected surface states in such systems, and nodal superconductivity (e.g., i-wave) is a theoretically plausible pairing symmetry arising from repulsive interactions via Kohn-Luttinger mechanisms. The statement is descriptive of reported observations and theoretical interpretation, not a categorical stability or property claim requiring thermodynamic validation.",1
natural_arxiv_current_0189,resp_35b0442b23f2ccf7,task_a0a4bbaf067415df,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Commensurability and Gap Enhancement in Superconducting Films Induced by Nonsuperconducting Layers'?,"We find that commensurate resonances in superconducting films endowed with a $SISIS$ structure, where $S$ and $I$ stand for superconducting and insulating layers, respectively, enhance the gap to a value three to four times the bulk gap.","arXiv source: 2606.02678v1
Title: Commensurability and Gap Enhancement in Superconducting Films Induced by Nonsuperconducting Layers
Published: 2026-06-01T14:16:22Z
URL: http://arxiv.org/abs/2606.02678v1
Abstract: We find that commensurate resonances in superconducting films endowed with a $SISIS$ structure, where $S$ and $I$ stand for superconducting and insulating layers, respectively, enhance the gap to a value three to four times the bulk gap. Such resonances rely on spatially localized quantum states that arise due to the commensurability between the total film thickness and the distance between the two insulating barriers. Our results are obtained in the context of the Bogoliubov-de Gennes equations within the Anderson approximation, applied here to Bi films, where quantum size effects are possible due to the abnormally large mean free path.",,current,resp_35b0442b23f2ccf7,1.0,,1.0,False,llm,"The answer directly quotes the core claim from the abstract — that commensurate resonances in SISIS-structured superconducting films enhance the superconducting gap by a factor of 3–4 relative to the bulk gap. This is a physically plausible claim in superconductivity research (e.g., proximity effects, quantum confinement, and gap enhancement in heterostructures are well-documented). The statement makes no reference to band gap (i.e., electronic band structure gap), but rather the superconducting energy gap (Δ), which is distinct and routinely reported as a positive multiple of the bulk value. No invalid symbols, thermodynamic overclaims, or physical impossibilities are present. The answer does not assert stability, formation energy, crystal structure, or contradictory electronic behavior — it only reports the stated enhancement of the superconducting gap, consistent with the source.",1
natural_arxiv_noisy_0127,resp_38f0fca6ea639856,task_655fded808c3947f,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Second-Order Synaptic Memory using Inherent Plasticity of Moiré Superlattices'?,"Superconducting microstrip resonators, which leverage kinetic inductance to probe electrodynamics, are sensitive tools for studying superconducting thin films at microwave frequencies.","arXiv source: 2605.28759v3
Title: Absolute measurement of penetration depth of superconducting thin films using microwave stripline resonators
Published: 2026-05-27T17:18:21Z
URL: http://arxiv.org/abs/2605.28759v3
Abstract: Superconducting microstrip resonators, which leverage kinetic inductance to probe electrodynamics, are sensitive tools for studying superconducting thin films at microwave frequencies. However, extracting the absolute superconducting penetration depth from these measurements remains challenging. In this work, we present a hybrid method to determine the absolute value of penetration depth over a wide temperature range by combining resonator measurements with finite-element electromagnetic simulations in COMSOL Multiphysics. We demonstrate this approach by extracting the penetration depth of NbN films by fabricating resonators from films of various thicknesses. Furthermore, we extend the technique to materials with lower critical temperatures by employing a flip-film geometry. By placing a sample above a NbN resonator, separated by a thin Mylar dielectric, we create a coupled structure where changes in the sample's penetration depth shift the resonant frequency. This non-destructive method provides a reliable, high-sensitivity platform for characterizing the penetration depth of diverse superconducting thin films.",,incomplete,resp_38f0fca6ea639856,1.0,,1.0,False,llm,"The answer is a factual, scientifically sound statement extracted from the retrieved context. It correctly describes superconducting microstrip resonators and their use in probing electrodynamics of superconducting thin films at microwave frequencies. It does not make any unsupported or physically invalid claims (e.g., no band gap assertions, no thermodynamic stability claims, no incorrect crystallographic or thermodynamic values). The statement is generic and consistent with established superconductivity literature. No scientific constraint is violated.",1
natural_arxiv_current_0225,resp_3bf4651e05a1cca5,task_f3bb8fba6e8f3399,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Light-Driven Intrinsic Perfect Superconducting Diode Effect'?,We demonstrate the perfect superconducting diode effect (SDE) -- unidirectional supercurrent with 100% diode efficiency -- in light-driven nonequilibrium systems.,"arXiv source: 2605.25197v1
Title: Light-Driven Intrinsic Perfect Superconducting Diode Effect
Published: 2026-05-24T17:58:41Z
URL: http://arxiv.org/abs/2605.25197v1
Abstract: We demonstrate the perfect superconducting diode effect (SDE) -- unidirectional supercurrent with 100% diode efficiency -- in light-driven nonequilibrium systems. Although the perfect SDE is difficult to achieve in equilibrium, monochromatic light induces the perfect SDE in systems lacking inversion and time-reversal symmetries. More strikingly, multi-frequency light enables the perfect SDE even in centrosymmetric systems via dynamical symmetry breaking. Our results establish a general principle for realizing unidirectional superconducting transport based on nonequilibrium control and symmetry engineering.",,current,resp_3bf4651e05a1cca5,1.0,,1.0,False,llm,"The answer directly quotes the core claim from the abstract without introducing any scientifically invalid assertion. 'Perfect SDE' is defined as unidirectional supercurrent with 100% diode efficiency — a well-defined theoretical concept in nonequilibrium superconductivity literature; it does not imply violation of thermodynamics or conservation laws when framed as a *nonequilibrium*, light-driven effect. The statement makes no claims about material stability, band structure, symmetry inconsistencies, or unphysical parameters (e.g., negative temperature, invalid space groups). It faithfully reflects the source’s central claim without extrapolation or misinterpretation.",1
natural_arxiv_noisy_0086,resp_3c740f752b8d7305,task_51cd8230655172bc,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Anomalous Hall Effect in Silicon-Compatible Altermagnetic alpha-MnTe Thin Films'?,Superconductivity mediated by Cooper quartets of charge 4e is a phenomenon of key importance for both the understanding of certain exotic superconductors and the engineering of quantum memories protected at the hardware level by topological order.,"arXiv source: 2606.04958v1
Title: Cooper quartets and fractional vortices in frustrated Josephson junction dice arrays
Published: 2026-06-03T14:46:47Z
URL: http://arxiv.org/abs/2606.04958v1
Abstract: Superconductivity mediated by Cooper quartets of charge 4e is a phenomenon of key importance for both the understanding of certain exotic superconductors and the engineering of quantum memories protected at the hardware level by topological order. Josephson junction arrays in the shape of the dice lattice constitute one of the main candidates for the realization of this phase of matter. Here, we analyze numerical signatures of the emergence of this exotic phase when superconducting dice arrays are frustrated by inserting one third of a flux quantum per rhombic plaquette. We adopt simulations of relaxation dynamics to study the critical current of such devices and analyse the Fourier decomposition of their bulk supercurrents. A further characterization of these systems at finite temperature is obtained through Monte Carlo techniques and two-dimensional infinite tensor networks. Our results indicate that the observed peaks of the critical current and temperature at frustration 1/3 correspond to a superconductor-insulator phase transition compatible with the deconfinement of half-vortices, while the low-temperature correlation functions of the model confirm the onset of a 4e superconducting phase mediated by Cooper quartets. We finally address the effects of Josephson energy and flux disorder typical of experimental arrays, and comment on the role of charging energies in the corresponding two-dimensional quantum model.",,incomplete,resp_3c740f752b8d7305,1.0,,1.0,False,llm,"The answer correctly and faithfully quotes a central claim from the retrieved context — namely, that superconductivity mediated by Cooper quartets (charge 4e) is important for understanding exotic superconductors and topologically protected quantum memories. It does not introduce any scientifically invalid assertion (e.g., no false band gap, no invalid chemistry, no thermodynamic inconsistency). The statement is descriptive and contextualized within the source; it makes no categorical stability claims without evidence, no physical impossibilities, and no misalignment between crystallographic data and space group. Thus, no scientific constraint is violated.",1
natural_arxiv_current_0205,resp_3f8156eb6286c3be,task_a110162aefcfcd1d,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Thickness-driven crossover from conventional to chiral nonreciprocal superconductivity in kagome metal CsV3Sb5'?,Superconductivity and its potential applications are governed by the symmetry of the superconducting order parameter.,"arXiv source: 2605.29665v1
Title: Thickness-driven crossover from conventional to chiral nonreciprocal superconductivity in kagome metal CsV3Sb5
Published: 2026-05-28T09:25:57Z
URL: http://arxiv.org/abs/2605.29665v1
Abstract: Superconductivity and its potential applications are governed by the symmetry of the superconducting order parameter. In the kagome metal CsV3Sb5, most bulk studies indicate conventional s-wave pairing. However, ultrathin flakes exhibit nonreciprocal transport, in particular a zero-field superconducting diode effect, which requires broken inversion and time-reversal symmetries. Here, using thickness dependent transport measurements, we observe the emergence of non-reciprocal second-harmonic magnetotransport signals and a zero-field superconducting diode effect, accompanied by a pronounced reduction of the out-of-plane coherence length with decreasing thickness. Upper critical field measurements further reveal a dimensional crossover from three-dimensional superconductivity in bulk to two-dimensional superconductivity in thin flakes. These findings indicate a thickness-induced chiral superconducting phase that breaks both inversion and time-reversal symmetries in the two-dimensional limit. Our work not only clarifies long-standing controversies regarding the pairing symmetry in CsV3Sb5, but also establishes thin-flake kagome superconductors as a versatile platform for engineering nonreciprocal quantum devices and exploring emergent topological phases.",,current,resp_3f8156eb6286c3be,1.0,,1.0,False,llm,"The answer is a direct, accurate quote from the abstract of the retrieved arXiv source. It is a general, well-established principle in superconductivity physics — the symmetry of the order parameter (e.g., s-wave, d-wave, chiral p-wave) fundamentally determines properties like gap structure, topological character, and response to symmetry-breaking fields — and is not scientifically problematic. The statement makes no quantitative or categorical claims about stability, band structure, thermodynamics, or crystallography that could violate scientific constraints. It is contextually faithful and scientifically sound.",1
natural_arxiv_current_0209,resp_4049a59660637487,task_f6d8c05c6384b4bd,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Helimagnetic Josephson diode effect'?,We study the Josephson diode effect in the one-dimensional superconductor/helimagnet/superconductor junctions using the Green's function method.,"arXiv source: 2605.29285v1
Title: Helimagnetic Josephson diode effect
Published: 2026-05-28T03:11:14Z
URL: http://arxiv.org/abs/2605.29285v1
Abstract: We study the Josephson diode effect in the one-dimensional superconductor/helimagnet/superconductor junctions using the Green's function method. For the spin-singlet $s$-wave pairing in superconductors, it is found that the necessary conditions for the Josephson diode effect are the nonzero chemical potential and the conical magnetic configuration in the helimagnet. The diode efficiency is strongly dependent on the chemical potential, chirality, tilt angle and exchange coupling in the helimagnet. The high efficiency close to $40\%$ can be obtained for specific parameter values. The sign of the diode efficiency can be tuned by changing the chirality, tilt angle, exchange coupling and chemical potential. The dependence of the diode efficiency on the number of supercells in the helimagnet is also investigated. The characteristics of the supercurrent nonreciprocity and diode efficiency in the junctions are clarified through the symmetry analysis and the energy band calculations. The diode effect for the spin-triplet $p$-wave pairing in superconductors is also discussed and the nonzero chemical potential is no longer a necessary condition for the Josephson diode effect due to the equal-spin Cooper pair-mediated transport in the $p$-wave junctions. These results provide a scheme for the Josephson diode effect without spin-orbit coupling, which possesses the potential applications in the design of dissipationless electronic devices.",,current,resp_4049a59660637487,1.0,,1.0,False,llm,"The answer directly quotes the first sentence of the abstract from the retrieved arXiv source, which is a factual and scientifically valid statement. It does not make any unsupported claims about band gaps, stability, thermodynamics, invalid chemical symbols, unphysical conditions (e.g., negative temperature/pressure), or crystallographic inconsistencies. It merely reports the methodological and system focus of the study — superconductor/helimagnet/superconductor junctions analyzed via Green's function — all of which are well-established concepts in condensed matter physics. No scientific constraint is violated.",1
natural_arxiv_current_0222,resp_473ebe68174b9bd1,task_972f2ab78834771d,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'The evolution of pairing correlation with $3d_{z^{2}}$ electron filling in a bilayer two-orbital model for La$_3$Ni$_2$O$_7$'?,The discovery of high-${T_c}$ superconductivity in pressurized bilayer nickelate La$_3$Ni$_2$O$_7$ presents a new arena for exploring unconventional pairing mechanisms.,"arXiv source: 2605.25654v1
Title: The evolution of pairing correlation with $3d_{z^{2}}$ electron filling in a bilayer two-orbital model for La$_3$Ni$_2$O$_7$
Published: 2026-05-25T10:00:39Z
URL: http://arxiv.org/abs/2605.25654v1
Abstract: The discovery of high-${T_c}$ superconductivity in pressurized bilayer nickelate La$_3$Ni$_2$O$_7$ presents a new arena for exploring unconventional pairing mechanisms. A pivotal yet unresolved issue is the specific role of the $3d_{z^{2}}$ orbital of Ni. While its inter-layer super-exchange antiferromagnetic coupling is widely considered crucial for superconductivity, the role of its itinerancy remains undetermined. Early studies showed that the superconductivity is accompanied by the emergence of a small Fermi pocket of the $3d_{z^{2}}$ orbitals. However, recent experiments show controversial results on the role of the $3d_{z^{2}}$ Fermi pocket on superconductivity. Motivated by these experimental results, we investigate an effective bilayer two-orbital model for La$_3$Ni$_2$O$_7$ using density-matrix renormalization group (DMRG) on a minimal one-dimensional geometry. By systematically varying the $3d_{z^{2}}$ orbital filling from $1/12$ doping to half-filling, we observe a pronounced suppression of superconducting correlations near half-filling. Our results demonstrate the itinerancy of $3d_{z^{2}}$ orbital is favorable for the pairing in the bilayer two-orbital model for La$_3$Ni$_2$O$_7$. Moreover, we observe that the pairing correlation is enhanced in regions where charge fluctuations are large, suggesting a competition between charge order and superconductivity in the model.",,current,resp_473ebe68174b9bd1,1.0,,1.0,False,llm,"The answer restates a factual claim directly from the abstract of the retrieved arXiv source (2605.25654v1), namely the discovery of high-Tc superconductivity in pressurized La$_3$Ni$_2$O$_7$. This is a reported experimental finding and does not violate any scientific constraint: La$_3$Ni$_2$O$_7$ is a chemically valid compound (La, Ni, O are real elements with correct stoichiometry), high-Tc superconductivity under pressure is physically plausible and experimentally documented, and no invalid physical quantities (e.g., negative band gap, impossible temperature/pressure) or thermodynamically unsupported stability claims are made. The answer does not overinterpret or add unsupported assertions—it merely reports the main contextual claim introduced in the abstract.",1
natural_arxiv_noisy_0244,resp_483a7ed524b49120,task_f44e131ef9e42957,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Superconductivity in doped spin multimer systems'?,"Fast-responding trap states introduced by NO-annealing are suspected to limit the channel mobility of 4H-SiC MOSFETs, yet their microscopic characterization remains challenging because conventional electrical methods are spatially averaged and do not readily isolate such fast processes.","arXiv source: 2605.27041v1
Title: Individual Characterization of Fast-Responding Trap States at the NO-Annealed SiO$_2$/4H-SiC Interface
Published: 2026-05-26T13:57:58Z
URL: http://arxiv.org/abs/2605.27041v1
Abstract: Fast-responding trap states introduced by NO-annealing are suspected to limit the channel mobility of 4H-SiC MOSFETs, yet their microscopic characterization remains challenging because conventional electrical methods are spatially averaged and do not readily isolate such fast processes. Here, we visualize and analyze individual fast-responding trap states at the NO-annealed SiO$_2$/4H-SiC interface using the energy dissipation signal in frequency-modulation atomic force microscopy (FM-AFM), which selectively probes charge-exchange dynamics on sub-$μ$s time scales. Ring-shaped dissipation patterns were observed in the NO-annealed sample but not in the control sample without NO-annealing, indicating that the detected states are associated with nitridation. Spectroscopic measurements were also performed to determine the dependence of energy dissipation on the tip bias and the tip-sample distance. Combined with finite-element electrostatic calculations, this analysis allowed us to determine trap energies relative to the Fermi level, $E_t - E_f$, and revealed that the trap-energy distribution extends toward the interfacial conduction-band edge. These results provide microscopic evidence that NO-annealing generates fast-responding trap states near the SiO$_2$/4H-SiC interface.",,incomplete,resp_483a7ed524b49120,1.0,,1.0,False,llm,"The answer is a direct, accurate, and scientifically sound restatement of the main claim from the provided abstract. It correctly identifies the central materials-science issue — NO-annealing-induced fast-responding trap states limiting channel mobility in 4H-SiC MOSFETs — and notes the challenge in their microscopic characterization. No scientific constraints are violated: all material names (NO-annealing, 4H-SiC, SiO₂, MOSFETs), physical concepts (trap states, channel mobility, spatial averaging), and technical limitations are valid and contextually appropriate. The answer does not overclaim stability, misstate electronic properties, or introduce invalid physical quantities.",1
natural_arxiv_noisy_0110,resp_4882c0ae4a2a955f,task_f50283323f33b4c0,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Why Fe doping kills photoluminescence in CsPbCl$_3$ but not in CsPbBr$_3$: Role of midgap Fe 3$d$ states and electron-phonon coupling'?,"Disordered superconductors represent an important area in modern condensed matter physics, where superconductivity survives even in the presence of strong electron scattering and localization effects.","arXiv source: 2605.30847v1
Title: Terahertz Electrodynamics and Kinetic Inductance of Disordered Titanium-Vanadium Alloy Thin Films
Published: 2026-05-29T05:11:38Z
URL: http://arxiv.org/abs/2605.30847v1
Abstract: Disordered superconductors represent an important area in modern condensed matter physics, where superconductivity survives even in the presence of strong electron scattering and localization effects. Understanding how disorder modifies the high-frequency electrodynamic response is not only important from physics point of view, but is also essential for developing next-generation quantum detectors and superconducting devices. In this work, we investigate the terahertz electrodynamics of disordered Ti40V60 alloy thin films using terahertz time-domain spectroscopy (THz-TDS) to understand the relationship between disorder, quasiparticle dynamics, and kinetic inductance. By analysing the complex conductivity, penetration depth and superfluid response, we show that structural disorder can be systematically used to tune the inductive response while maintaining a robust superconducting phase. Unlike conventional nitride superconductors that require tightly controlled reactive growth conditions, Ti40V60 alloys provide a simpler and more adaptable route for tuning the superconducting energy scales directly through the deposition conditions. These findings establish Ti40V60 alloys as a promising material for kinetic inductance detectors and provide useful insights into the electrodynamics of strongly disordered superconductors.",,incomplete,resp_4882c0ae4a2a955f,1.0,,1.0,False,llm,"The answer is a verbatim excerpt from the abstract of the retrieved arXiv paper (2605.30847v1), which discusses disordered Ti-V alloy superconductors—not Fe-doped CsPbCl₃/CsPbBr₃ perovskites. However, the question asks for the main materials-science claim in a *different* source titled 'Why Fe doping kills photoluminescence in CsPbCl$_3$ but not in CsPbBr$_3$...', which is *not* the retrieved context. Despite this severe factual mismatch (i.e., the answer does not address the cited source at all), the instruction is to evaluate *scientific constraints*, not relevance or correctness with respect to the question. The quoted statement itself — 'Disordered superconductors represent an important area... superconductivity survives even in the presence of strong electron scattering and localization effects' — is scientifically valid and violates none of the listed constraints: no invalid band gaps, chemical symbols, thermodynamic claims, temperatures, pressures, electronic classifications, or crystal-system inconsistencies are present. Thus, while the answer is egregiously off-topic, it contains no scientific violation.",1
natural_arxiv_noisy_0161,resp_488cdb6d5be7dd58,task_cdca219c222e3de8,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,"What is the main materials-science claim reported in the source titled 'Clustering in atom probe tomography data: coordination number metric, percolation-based parameter scaling, and size effects'?","While chiral p-wave superconductivity offers a promising platform for topological quantum computing, its detection remains elusive due to the inherent limitations of optical probes in the two-dimensional limit.","arXiv source: 2605.21936v1
Title: Anomalous acoustoelectric signatures of chiral superconductivity
Published: 2026-05-21T03:14:09Z
URL: http://arxiv.org/abs/2605.21936v1
Abstract: The identification of unconventional pairing in two-dimensional materials is a central challenge in modern condensed matter physics. While chiral p-wave superconductivity offers a promising platform for topological quantum computing, its detection remains elusive due to the inherent limitations of optical probes in the two-dimensional limit. We propose the anomalous acoustoelectric effect as a robust, alternative to optical signature of p-wave paring symmetry. We demonstrate that an acoustic wave induces a transverse dc current resulting in a measurable condensate phase difference on sample boundaries originating from the anisotropic scattering of quasiparticles in the absence of an external magnetic field. Crucially, the quasiparticle-mediated acoustoelectric response dominates near the critical temperature and, unlike the superconducting condensate, is not suppressed by electron-hole asymmetry factor. These results establish the anomalous acoustoelectric effect as a high-sensitivity electrical probe of the chiral order parameter, providing a tool for experimental detecting of unconventional pairing in superconductors.",,incomplete,resp_488cdb6d5be7dd58,1.0,,1.0,False,llm,"The answer is a direct, accurate excerpt from the retrieved context's abstract and makes no scientific claim that violates any of the listed constraints. It does not assert stability, band structure, thermodynamics, crystallography, or physical conditions (e.g., negative temperature/pressure) — it merely reports a challenge in detection of chiral p-wave superconductivity, which is scientifically valid and contextually appropriate. No invalid chemical symbols, implausible values, or internal contradictions are present.",1
natural_arxiv_current_0214,resp_48bdd301f59e54d7,task_081c49fc98cb17dd,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'A multilevel tensor network compression technique for simulating Lindblad dynamics in superconducting circuits'?,Designing superconducting quantum hardware requires simulation tools that can account for various deviations from ideal scenarios.,"arXiv source: 2605.27515v1
Title: A multilevel tensor network compression technique for simulating Lindblad dynamics in superconducting circuits
Published: 2026-05-26T18:00:04Z
URL: http://arxiv.org/abs/2605.27515v1
Abstract: Designing superconducting quantum hardware requires simulation tools that can account for various deviations from ideal scenarios. This, in turn, requires approaches that automatically detect certain structures and leverage them to make the computation affordable. Here, we develop a tensor network based technique to simulate the Lindblad dynamics of a few interacting bosonic modes with a focus on superconducting quantum circuits. The technique detects and takes advantage of two very common situations: (i) the density matrix being pure or not far from pure and (ii) the entanglement between different modes being moderate (typically qubit-like). However, (iii) the occupation of the modes can be arbitrarily high (making naïve truncations inefficient). To leverage these features, we use three different nested levels of tensor network compression: (i) we work with a global purification of the density matrix, (ii) we compress the connection between different modes to account for the moderate entanglement and (iii) we use a quantics representation of the Fock occupation number. We showcase the technique for the simulation of large cat qubits as well as for the ionization of transmon qubits, demonstrating orders-of-magnitude speed-up with respect to brute force approaches. In the latter example, it brings the simulation, previously reported on a large supercomputing infrastructure, to laptop level. The favorable scaling with system size should bring genuine computer assisted design of these systems within scope.",,current,resp_48bdd301f59e54d7,1.0,,1.0,False,llm,"The answer directly quotes a scientifically sound and contextually accurate sentence from the abstract of the retrieved arXiv paper. It reflects a valid materials-science–adjacent claim (pertaining to quantum hardware design and simulation needs), is physically plausible, contains no invalid quantities or concepts, and makes no categorical stability, band structure, thermodynamic, or crystallographic claims that could violate scientific constraints. The statement is general, descriptive, and fully supported by the source.",1
natural_arxiv_noisy_0211,resp_4906a4e8b5a8fec7,task_7e1f2d3d9907f6bc,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Absolute measurement of penetration depth of superconducting thin films using microwave stripline resonators'?,We present a kinetic Monte Carlo (KMC) simulation framework parameterized by automatically sampling machine-learning (ML) for modeling thin-film growth atom by atom.,"arXiv source: 2605.31144v1
Title: A Self-Evolving Machine-Learning-Based Kinetic Monte Carlo Method for Modelling Thin-Film Growth
Published: 2026-05-29T10:51:43Z
URL: http://arxiv.org/abs/2605.31144v1
Abstract: We present a kinetic Monte Carlo (KMC) simulation framework parameterized by automatically sampling machine-learning (ML) for modeling thin-film growth atom by atom. Given an interatomic potential energy function, the KMC algorithm builds an ML-based regression model for rate parameters on runtime, being trained on the local atomic environments encountered during the system evolution. New environments are continuously added to the training set in a self-evolving manner at points where the ML model estimates high uncertainty. As the simulation progresses, the ML model gains confidence, and the quick estimation of rates increasingly overtakes the relatively-expensive nudged elastic band calculations, promoting computational efficiency while retaining high fidelity description of the atomic diffusion kinetics. As a test case, we simulate the sub-monolayer growth of Ag on Ag {111}, where we demonstrate adatom islands forming in shapes and densities in accordance with the underlying atomistic interaction model, the theoretical framework, and available experimental results related to thin-film nucleation and growth.",,incomplete,resp_4906a4e8b5a8fec7,1.0,,1.0,False,llm,"The answer correctly and faithfully restates the main claim from the retrieved context — namely, the development of a self-evolving, machine-learning-augmented kinetic Monte Carlo framework for atom-by-atom modeling of thin-film growth. It does not introduce any scientifically invalid assertions (e.g., no band gap claims, no thermodynamic stability claims without evidence, no physical impossibilities). The answer is concise and aligned with the abstract; it omits details like uncertainty-driven training or Ag/Ag{111} validation, but that omission does not constitute a scientific violation. No constraint listed in the instructions is breached.",1
natural_arxiv_noisy_0104,resp_4d169bb481ffaa6a,task_d975b4c9e9493149,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Autonomous heterogeneous catalyst discovery with a self-evolving multi-agent digital twin'?,"According to recent observations, the topological surface states of Weyl semimetals may develop a superconducting gap, while bulk superconductivity remains absent.","arXiv source: 2606.02371v1
Title: Phonon-driven nodal surface superconductivity of Fermi arcs
Published: 2026-06-01T15:18:19Z
URL: http://arxiv.org/abs/2606.02371v1
Abstract: According to recent observations, the topological surface states of Weyl semimetals may develop a superconducting gap, while bulk superconductivity remains absent. What drives the formation of this novel superconducting state is an open question. Here, we show that this phenomenon can arise from the interaction of Fermi arc electrons with both surface and bulk phonons in time-reversal-invariant Weyl semimetals. We identify two competing pairing channels, intra-arc and inter-arc, whose relative strength is governed by the efficiency of Coulomb screening at the surface. The combined effect of the Fermi arcs being disconnected and the weak screening of the Coulomb repulsion at the system's surface causes nodes to appear in the superconducting gap, as observed recently by photoelectron spectroscopy experiments on PtBi2. This suggests manipulation of the Coulomb screening, e.g. by a surface layer coating, as a pathway to engineer the critical temperature, as well as size and symmetry of the surface superconducting gap.",,incomplete,resp_4d169bb481ffaa6a,1.0,,1.0,False,llm,"The answer is a direct, accurate, and scientifically sound excerpt from the provided abstract. It correctly reports an observed phenomenon — surface-state superconductivity without bulk superconductivity in Weyl semimetals — which is consistent with current condensed-matter physics understanding (e.g., surface superconductivity in topological materials like PtBi2). No scientific constraints are violated: no band gap mischaracterization, no invalid thermodynamic claims, no unphysical parameters, and no inconsistency between crystal structure and symmetry. The statement is descriptive and observational, not categorical about stability or thermodynamics, and makes no unsupported assertions beyond what the abstract states.",1
