盲标编号,sample_id,response_id,base_task_id,constraint_family,document_status,source_kind,model,mode,是否存在科学违规_A,是否存在科学违规_B,违规类型（可多选）_A,违规类型（可多选）_B,严重程度_A,严重程度_B,来源说明是否充分_A,来源说明是否充分_B,标注信心_A,标注信心_B,expert_agreement,protocol_adjudicated_label,protocol_adjudicated_violation,protocol_adjudicated_type,protocol_adjudicated_severity,protocol_adjudication_basis,protocol_adjudication_method,auto_violation,auto_constraint_violations_optimized,qwen_plus_violation,qwen_max_violation,human_final_label,human_final_violation,human_final_type,human_final_severity,human_final_basis,human_final_method
BLIND-0176,natural_arxiv_noisy_0177,resp_1318fefae6113d4a,task_0e9850b1e2b585a2,temperature,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0177,natural_arxiv_current_0217,resp_134c9a14b1e3a35b,task_ee5ac6e94dcc3337,superconductivity,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,True,valid_chemical_symbols,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0178,natural_arxiv_current_0051,resp_13d6ac3dca729ab9,task_89e0e59b3b679e43,stability,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,True,valid_chemical_symbols,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0179,natural_arxiv_noisy_0084,resp_143be3cf142f823b,task_5d3a6d39b45734ca,natural_claim,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0180,natural_arxiv_noisy_0189,resp_154ac686aa96236f,task_a0a4bbaf067415df,superconductivity,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0181,natural_arxiv_noisy_0231,resp_157f2cdf663470dd,task_cb7b48061761eafc,natural_claim,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0182,natural_arxiv_current_0095,resp_1681935da79e390f,task_8d3b645b2826e24c,band_gap,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,True,valid_chemical_symbols,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0183,natural_arxiv_current_0064,resp_17831ae70748f70a,task_e9555797d7eda227,temperature,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0184,natural_arxiv_noisy_0097,resp_1a9dcb5f6223171a,task_fff8eee7c1a2aab5,superconductivity,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,True,valid_chemical_symbols,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0185,natural_arxiv_noisy_0089,resp_1aae472adb8fa80d,task_38534aefb9836c1c,superconductivity,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0186,natural_arxiv_noisy_0122,resp_1d9574ed2a1a1a2a,task_d3b87e541cda5fa3,stability,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,True,True,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0187,natural_arxiv_current_0103,resp_3047169dc28f8bae,task_afd9dc32ca7df018,formation_energy,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0188,natural_arxiv_noisy_0003,resp_594bf498601bc9f7,task_eaf6436141d895ea,chemical_formula,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0189,supp_non_negative_absolute_temperature_v014,resp_011711f79b38f72f,task_188ce79e1e48e654,temperature,incomplete,derived_response,llm_diverse_probe,constraint_coverage,是,是,温度;结构一致性;来源可靠性,温度;结构一致性,严重错误,主要错误,不充分,不充分,高,高,True,是,True,温度;结构一致性,严重错误,两位专家一致判为科学违规,protocol_rule_resolution,True,non_negative_absolute_temperature,True,True,是,True,温度;结构一致性,严重错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0190,supp_valid_chemical_symbols_v008,resp_0351425482539959,task_471e17c03f3c69cb,chemical_formula,incomplete,derived_response,llm_diverse_probe,constraint_coverage,是,是,化学式;结构一致性,化学式;结构一致性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,化学式;结构一致性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,valid_chemical_symbols,True,True,是,True,化学式;结构一致性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0191,supp_valid_chemical_symbols_v003,resp_0363b0158b7b23b9,task_e516041c9e0f54d0,chemical_formula,current,derived_response,llm_diverse_probe,constraint_coverage,是,是,化学式;结构一致性,化学式;结构一致性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,化学式;结构一致性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,valid_chemical_symbols,True,True,是,True,化学式;结构一致性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0192,supp_valid_chemical_symbols_c011,resp_04268901fa921bb6,task_c5ca2623861c15f9,chemical_formula,outdated_or_incorrect,derived_response,llm_diverse_probe,constraint_coverage,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0193,supp_non_negative_pressure_v007,resp_05c9d45c8c03a92f,task_c44e0c993dc52151,pressure,incomplete,derived_response,llm_diverse_probe,constraint_coverage,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0194,supp_cautious_superconductivity_claim_c003,resp_09b384cf9d284df0,task_cb6912f155c5a727,temperature,current,derived_response,llm_diverse_probe,constraint_coverage,是,是,超导性;结构一致性,超导性;结构一致性,严重错误,主要错误,不充分,不充分,高,高,True,是,True,结构一致性;超导性,严重错误,两位专家一致判为科学违规,protocol_rule_resolution,False,,True,True,是,True,结构一致性;超导性,严重错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0195,supp_non_negative_absolute_temperature_c011,resp_13694590d80d6647,task_91f359e6e9625c42,temperature,outdated_or_incorrect,derived_response,llm_diverse_probe,constraint_coverage,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0196,supp_cautious_superconductivity_claim_v010,resp_1680e95ccc445988,task_a9c9855bdffe2210,superconductivity,outdated_or_incorrect,derived_response,llm_diverse_probe,constraint_coverage,是,否,超导性;来源可靠性,无违规,主要错误,无违规,不充分,不充分,中,中,False,是,True,超导性,主要错误,回答存在内部性质矛盾或在缺乏必要证据时作出确定科学断言,protocol_rule_resolution,False,,True,True,是,True,超导性;来源可靠性,主要错误,"领域事实：La2CuO4是铜氧化物高温超导母体相，本身为反铁磁绝缘体，仅在掺杂（如La2-xSrxCuO4）后才出现超导；将超导性直接归于La2CuO4为科学错误。且检索上下文仅笼统称""新超导家族""、无Tc与测量证据，回答据此作出确定超导断言，属缺乏必要证据下的确定科学断言。",independent_third_human_adjudication
BLIND-0197,supp_cautious_superconductivity_claim_v002,resp_1938e8aca858829a,task_854fc7d625ddaec7,superconductivity,current,derived_response,llm_diverse_probe,constraint_coverage,是,否,超导性;来源可靠性,无违规,主要错误,无违规,不充分,不充分,中,中,False,是,True,超导性,主要错误,回答存在内部性质矛盾或在缺乏必要证据时作出确定科学断言,protocol_rule_resolution,False,,True,True,是,True,超导性;来源可靠性,主要错误,"领域事实：MgO为岩盐结构宽带隙绝缘体，无公认超导报告。回答称""已在MgO中观察到超导性""为科学性错误/编造；上下文未提供Tc与证据，回答仍作确定断言，属超导性+来源可靠性违规。",independent_third_human_adjudication
BLIND-0198,supp_cautious_superconductivity_claim_v007,resp_2a30b6719c7570e4,task_b208396b98d0fe37,superconductivity,incomplete,derived_response,llm_diverse_probe,constraint_coverage,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,True,cautious_superconductivity_claim,True,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0199,supp_non_negative_pressure_v013,resp_42efa3814ab84359,task_092747baafcb7b2a,pressure,outdated_or_incorrect,derived_response,llm_diverse_probe,constraint_coverage,是,是,压力;结构一致性,压力;结构一致性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,压力;结构一致性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,non_negative_pressure,True,True,是,True,压力;结构一致性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0200,supp_non_negative_pressure_c009,resp_a3456632ed748007,task_99c7b069258dda93,pressure,current,derived_response,llm_diverse_probe,constraint_coverage,是,否,结构一致性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,回答未针对问题中的材料，但所述压力值未构成当前定义的科学约束违规,protocol_rule_resolution,False,,False,True,否,False,无违规,无违规,问题问LiCoO2，回答报告MgO在5.0 GPa被研究，属答非所问/实体替换。但所述压力值5.0 GPa本身物理有效（非负、量级合理），不触发non_negative_pressure等压力约束；实体替换为答案相关性缺陷，不在本协议定义的科学约束违规范畴内。,independent_third_human_adjudication
